Row ID,Approved,Reason,Mod Status,Source,Source-row,Timestamp,Entry Age (in days),What is the name of the hospital or clinic?,Final Address,Street address for dropoffs?,City,State?,"Write drop-off instructions below or paste a link to your organization's own page containing instructions. For written instructions, please include details such as curbside procedure, mailing address, email address, and/or phone number. Please note all information entered here will be made public.",Wants mail,What do you need?,Will you accept open boxes/bags?,Type of request:,Type of organization?,Lat,Lng,RDI,Action link for LGTM,Action link for Remove,Row
335,x,Z,FM,,,3/23/2020 15:38:12,80,Jamaica Hospital Medical Center,"89-06 135th Street
Jamaica, NY 11418","89-06 135th Street
Jamaica, NY 11418",New York - Queens,NY,"ATTN: Supply Chain, Materials Management / James Chen / Wayne Bowen",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, disposable stethoscopes",Yes,,Hospital,40.7006743,-73.8172316,Residential,https://findthemasks.com/api/exec?cmd=cW2fHDDfsUPAzc6fFNDyhI3f8TlDgc1PVtjOWoOSTMkqJ066-Rs3lifK6a4pKcmdiqgHGnRp2Jvh4lFSpL63m5Bp439knOEjhbc8rFLh,https://findthemasks.com/api/exec?cmd=qjYINaF2CZ34I5UdG97KEMk6FzfMSe180o2Xu7u-MngBYW3fuEQGHKHvrWCkHffWgV86D3RnF3XEZ0MtFWY-mBKNR9mEH764HY6XzCnE,335
337,x,,FM,,,3/23/2020 15:41:55,80,South Shore Women’s Health Care,"2690 S Cleveland Ave
St Joseph, MI 49085","2690 S Cleveland Ave
St Joseph, MI 49085",St Joseph,MI,"Attn: Carol, right side porch door",,"N95s, Surgical masks, Face shields",Yes,,,42.0695679,-86.4967724,Commercial,https://findthemasks.com/api/exec?cmd=TOqStbFrqV8vgEkia4Jk-kziPMuh96rRW1q0VZZt7phtP5dehIA6g80VZTbV0QIeMtJcr0aYezIZQCEOy3c-TgHpixVTAqCPMTKFuPD4,https://findthemasks.com/api/exec?cmd=hrX_QTLq5EsVH9JOp5rD45El7V5BJ-WqlmNklm3aaIr5RKpksHE0DwpKiBTG4AcggcKnFZxWIEtaESd2XJ1R7Uohl3NntZUdAVn9o6OT,337
339,x,,FM,,,3/23/2020 15:42:38,80,Hartford Hospital ,"85 Seymour St
Hartford, CT 06106","85 Seymour St
Hartford, CT 06106",Hartford ,CT,Main Lobby,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns",,,Hospital,41.7544767,-72.6820975,Commercial,https://findthemasks.com/api/exec?cmd=YSg1W1PHNqDjrkoLC0FrKGqbUnZ7q6ENe5BRcVtWiIXxfWXFTfXuIHX5wKTAXlgdKPb3Tgu7z3B3StHOA-7YbE40-x7yoFqM3CyeQ38E,https://findthemasks.com/api/exec?cmd=BB5CdbaXUrw0ajiOk5A3SLHW9z9b8eqETs2pm8QfEXXlSpRD60J4GOkfMlP4cRcZr6A2WfjK2VM7D8CdK3rwpuqCbhEnwNHahLWZqsBb,339
341,x,,FM,,,3/23/2020 15:43:42,80,UConn Health ,"263 Farmington Ave
Farmington, CT 06030","263 Farmington Ave
Farmington, CT 06030",Farmington ,CT,W Recv Dock,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",,,,41.7344559,-72.7956006,Commercial,https://findthemasks.com/api/exec?cmd=7AUXuYKxVX4SU7YOYppxbG7z_PnSnrpmHt3l6tcGFCIn8yLGEcj6sRMCkSjIDiQcXZRTYR7_qxowaHxWUExwmxNKS5JSeASSYzf3kcOM,https://findthemasks.com/api/exec?cmd=9rOm80LSYf8Mgdi5y5lu7VmhvTtdnSBMOnHC7mCJzqBi-Kx-o4ULyy1PF8DHAKwmiWL8rLtUF-LuCy-LaFLBoF8n7h-Mh6w-iv9yD5os,341
343,x,,FM,,,3/23/2020 15:57:23,80,West Hawaii Community Health Center ,"75-5751 Kuakini Hwy Ste 203
Kailua-Kona, HI 96740","75-5751 Kuakini Hwy Ste 203
Kailua-Kona, HI 96740",Kailua-Kona ,HI,ATTN: Darlene DuPont ,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers, antimicrobial cleaners (Cavicide liquid or wipes)",Yes,,,19.640467,-155.9938797,Commercial,https://findthemasks.com/api/exec?cmd=7EnlUWg_t8B_ZzM22Q7FDIq4YFcBugwyJl1yEA5NHgrC09VFuGtWPG7PJ_zXp_Rr-ET9_wbmHaQwSb32HIS9sIofMoc5EINrHphmlgiJ,https://findthemasks.com/api/exec?cmd=dgG1nMqp68c_7ywoOKr5w6ozfdAxWhjo6VZc_SBmHO-3Ytbz3HKQDdCaOjrU2INo-suwyXZ4RRz5HeibLidpKAUf-T-YHBqHZjUyEpFt,343
344,x,,FM,,,3/23/2020 15:58:08,80,Hui No Ke Ola Pono,"95 Mahalani St # 21
Wailuku, HI 96793","95 Mahalani St # 21
Wailuku, HI 96793",Wailuku,HI,"Drop off or mail to 95 Mahalani Street, Room 21
Hui No Ke Ola Pono, Inc.",Y,"N95s, Face shields, Disposable booties, Safety goggles, Gowns, Thermometers",Yes,,,20.8869248,-156.488301,Commercial,https://findthemasks.com/api/exec?cmd=t1Wv11AyVkg71QwVGgB6PRICU8-jgZzxXsx3ZkxI_uHvP-a-YiTMeoWyLweoOfx2ConTtQzpnyA6iHNdjUZlQ6fNQNW3oFqSIbUpXc9U,https://findthemasks.com/api/exec?cmd=hwIU1xscCf0X36OYo3_n3CWTLKD2aV4Or_YRFIUgy-Aa7vazgajFDJJ6i-l0G5QO1hbCjnfXFX6u-JYxTtZYsfklwaLQoxxzAdAgy41e,344
345,x,,FM,,,3/23/2020 16:01:35,80,St. Jude Medical Center,"101 E Valencia Mesa Dr
Fullerton, CA 92835","101 E Valencia Mesa Dr
Fullerton, CA 92835",Fullerton,CA,Please contact mandi.archuleta@stjoe.org to coordinate drop off.,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,,Hospital,33.8943451,-117.9272201,Commercial,https://findthemasks.com/api/exec?cmd=OjqDnqY1xj8ZCrjFuCPL2DYftAs4vklNi3jm9ZS5Li-WfQpOk5eAH3V0vuqbgabScsWaWaospSQCEfkmeLQYKJP73xN2SKxFX3Qx4yog,https://findthemasks.com/api/exec?cmd=nQHm3fCYiSsy0qkR8Vrsbmt-FmhwcsHK8p0yGmCwz3CFQl6rI9SGpfQVTIhxqA8lZAMWya0DBQRTGv3867tUv7MHAXjTxblNaVnK81p3,345
346,x,,FM,,,3/23/2020 16:03:08,80,Lone Star Family Health Center,"605 S, Conroe Medical Dr
Conroe, TX 77304","605 S, Conroe Medical Dr
Conroe, TX 77304",Conroe,TX,Curbside drop at building entrance. Staff are stationed outside. ,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,,,30.285503,-95.4713917,Commercial,https://findthemasks.com/api/exec?cmd=7QgJ-derlC7y4mtN4Y9ucbQsuZC93kmIUGIhnisDC3EbShi3XX2mW8PYnrWlN0cB-hGWpC5q3z7Y8gmHZ_HRz2-vm6LIfcDmw6Qsoo-U,https://findthemasks.com/api/exec?cmd=Bkds1Frl6e6i6GnAThzxwYA8Xj9UEEN_sycVsIDuwOi4m-BKU7XCSSWySPErjDCbCR4yzuQYWHCFb2kyfxEKSYy3rD7gGRHRFPLRfXyI,346
347,x,,FM,,,3/23/2020 16:15:32,80,OHSU,"3303 SW Bond Ave
Portland, OR 97239","3303 SW Bond Ave
Portland, OR 97239",Portland,OR,Drop-off at DOCK: Monday - Friday 9am - 5 pm ,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",No,,,45.4988717,-122.6712335,Commercial,https://findthemasks.com/api/exec?cmd=_aauFZhSrUSFDvxH41B62wB_VKIc7qjexsKNad_Po2qWx8hw2cR7MZWkX3B2OVZZynMt3sJsU5lzjlMPoHrtHea6980GlTWCIqQHtGBu,https://findthemasks.com/api/exec?cmd=sw8DtbpEOacT4N0VqVS0tF-k3JR62KGjK0RBdEtvpIw8XNdIZCknI5zMJqWoOcM_dCjOri3jSfSWIR30RWJoTLodz-A_EfAadz9dUS9I,347
348,x,,FM,,,3/23/2020 16:19:22,80,EvergreenHealth,"12333 NE 130th Lane
Kirkland, WA 98034","12333 NE 130th Lane
Kirkland, WA 98034",Kirkland,WA,Call Jennifer at 425-899-1900 when you arrive,,"N95s, Surgical masks, Face shields, Safety goggles",No,,,47.7160728,-122.1764001,Commercial,https://findthemasks.com/api/exec?cmd=ufsVEsMqRIP0mQpQ9lfmnpshTbKs_TuBtI4bLMNN_Nwha8yQ1Rgo5GUlRyLFOw2zAqL1au99D0EGGV_00_PER7ToL0_HWt8pJd08cSrg,https://findthemasks.com/api/exec?cmd=B0t9okBxhs__ODsOj3n9zd6Bzi-DST2Esjk8MYBczX8773NAcNsoALHRINOSownWc54JNtyJtYMu_Tj4JvSe5fVMtbHuNfbp_ONAa9tl,348
351,x,,FM,,,3/23/2020 16:32:50,80,Louisiana Urgent Care,"4451 La Hwy 1 S
Port Allen, LA 70767","4451 La Hwy 1 S
Port Allen, LA 70767",Port Allen,LA,4451 Hwy 1 South,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,,Urgent Care,30.4144877,-91.2240298,Commercial,https://findthemasks.com/api/exec?cmd=uuubRFINhmBlu3CoTYtjWlif2IXLlc_4XWrRhhKYDRe8pQDB6jShIDyqICEi_STC-qNVML8jd1cqjGrI923wNQ8l5oQVPjM5q3rkynuL,https://findthemasks.com/api/exec?cmd=205OyZD2JjOlYPijf08flLM0J7VeYEJqYFMD7rr-eGYI9DZJTLo0T9BHe9Lltb3IlVm-qHkKEmSLfnvoLCVLiRhA7r7zBOb9pF-guM9J,351
352,x,,FM,,,3/23/2020 16:33:45,80,Kindred Hospice ,"14725 SW 83rd Ave
Palmetto Bay, FL 33158","14725 SW 83rd Ave
Palmetto Bay, FL 33158",Miami,FL,,,"N95s, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,,Hospice,25.6331926,-80.3271859,Residential,https://findthemasks.com/api/exec?cmd=sf41-P57xZHxyGiShnr1KsT7S7LOlyvaDgmB1eaKqnkELMj_r9huMsS73_M3R752BNGNbU1vD-fdvOCP30aObTc6znLtccOMduQzLhDr,https://findthemasks.com/api/exec?cmd=QLJOgjhB76gs7Yj6hOOxe0G6Zsj2A615M9nQQ8VId2hq5U2Fmcmg1JxNP1Ot8WkN2OU3uhQF9Ean-qDyyt9Bp1DhgtJQ56Y0oCBu8IjG,352
353,x,,FM,,,3/23/2020 16:33:56,80,Seasons Largo,"4175 E Bay Dr
Clearwater, FL 33764","4175 E Bay Dr
Clearwater, FL 33764",Largo,FL,Call for curbside 727 330 7898,,"N95s, Surgical masks, Gowns, Hand sanitizer, Disinfecting wipes",Yes,,,27.9158329,-82.7443097,Residential,https://findthemasks.com/api/exec?cmd=27NcWMG49jBYu5IYW0v2t2_pP9nh9YnPx-0jRH8gk3Rr89--Gc9BB8AnH-vCh5UEoF-VRBen0E9tDmzijmT6VzEkQ4OnfIUSZnf-ljKt,https://findthemasks.com/api/exec?cmd=bicITCXXVMkp_BPQTeJsH6WH9Ayanp9srMmbkwauVn-dmWZpt-xMiajAHET1DRyg3ycQTZ6pGDSmF7QL1Pp5GfZKwKK9F82xLWE9q943,353
355,x,N,FM,,,3/23/2020 16:34:25,80,"Rejuve Plastic Surgery - Kirit Bhatt, MD",1300 Chain Bridge Road,1300 Chain Bridge Road,McLean,VA,"Unused masks only. Mail or dropoff. Pickup is possible, call Office at 703-574-4955 to coordinate. We are treating patients with very advanced melanoma and other skin cancers, and their surgeries can’t be postponed. Thank you for your help. ",Y,"N95s, Surgical masks, Hand sanitizer, Disinfecting wipes",Only if new,,Doctor's Office,38.9403249,-77.1749823,,https://findthemasks.com/api/exec?cmd=pukNHjS2c_fkYjk3m0UK8NXyH7ijUs6V3rCQVKcG2b9couCuzFxLg5TtrYJkHrUe1o2aLE8VUuel58RfUodaXKV_KKrdM38bI9aDnHLe,https://findthemasks.com/api/exec?cmd=ngKyiH7QyQ7eJ0T0AMixSaBBvnCLPwlLLtNFeHsW5clhjQjt_Y7MxNef_B8BIBlc7fZnrmDOGnpPJsotVGXGfIYqFhuuF46SNTd1XDsu,355
358,x,,FM,,,3/23/2020 16:34:42,80,Sweetwater Pediatrics ,"1101 Gateway Blvd
Rock Springs WY, 82901","1101 Gateway Blvd
Rock Springs WY, 82901",Rock Springs ,WY,,,"N95s, Surgical masks, Face shields, Safety goggles, Gowns",Yes,,,41.5889347,-109.2448436,Commercial,https://findthemasks.com/api/exec?cmd=1SH0bxwJCRRVUATbcdviM40g-jWzF9m1iXn6aySMUapApXCNk3OIUVi9sLrkXdu9HSv5h0PKHi5WEOanI9S9A8QPix51xuKaHVxxvFLG,https://findthemasks.com/api/exec?cmd=9PKx1k71mxXTt9KhP_hD7Qhq_unfmAfDdkxyU7UXZ1nEouCU6btif-qWXYYl-nSmOPaQfGH5q7xoOvZ39kHxeyBLTWq6TbQ_h19nsZHc,358
359,x,,FM,,,3/23/2020 16:35:02,80,Community First Medical Center,"5645 W Addison St
Chicago, IL 60634","5645 W Addison St
Chicago, IL 60634",Chicago,IL,Drop Off in Emergency Room Issette Borrego,,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,,,41.9455304,-87.7676772,Commercial,https://findthemasks.com/api/exec?cmd=UvXWjr63LmomdVEzGb3NJWLVBYBe-oeuls2H_egyr6-dqywjn1V-2JmQGrK4GS-pRuV35gP-diNX9AuLivwVDGf3cvlKvp1IvzkuubMN,https://findthemasks.com/api/exec?cmd=PHCT8KRaXP52XhF57iN-Ie5joAhexEN4WmtchS8eOZ5NPcKCBhSG7PcYu4MuTphieFNpkahXXKV-7i1qgBOA7rlW3A_TMGjPmCzxpkYz,359
360,x,,FM,,,3/23/2020 16:35:02,80,UT Health East Texas Rehabilitation Clinic - Pittsburgh,"3612 Cromwell Street
Plano, TX 75075","3612 Cromwell Street
Plano, TX 75075",Plano,TX,,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns, Hand sanitizer",Yes,,,33.0227591,-96.7616741,Residential,https://findthemasks.com/api/exec?cmd=s3DVFpIrxTnWr86lNrQDjiNnuxv_bD8CP2Y3gL73EeOgBJSOOXOr-r6430tFBjMY64sArwp14RTrRAK2J73BO7vpFT5z8NSBxsXwKogH,https://findthemasks.com/api/exec?cmd=tgoUJ31wY9BikciY5KiwjFCn9e-dIKY9TT4N7zC0sBkUme42Yv-LG9k9Lb8dzUVD9wkK-WADLrWlBh-9_KlgHnsuc4gmcHbrGFRVdYen,360
362,x,,FM,,,3/23/2020 16:35:37,80,CareOne Internal Medicine ,"1800 Town Center Dr STE 416
Reston, VA 20190","1800 Town Center Dr STE 416
Reston, VA 20190",Reston ,VA,Office front door is open. Suite 416,,"N95s, Surgical masks, Face shields, Gowns, Hand sanitizer, Disinfecting wipes",Yes,,,38.9635177,-77.3648123,Commercial,https://findthemasks.com/api/exec?cmd=jmixecFh_jN8Fdf8dHTvtwWkyEblsQ28Vq9F15xncl4H4SVn3aPrfwWH_q9PEpz1ChNLcM9Ca2FDz7xLQIRNMjD-9UQuHMv8ngcVSPBY,https://findthemasks.com/api/exec?cmd=uRvGOdn22OfTPqzbJClfvQLjtCCd5v_o7eEpZ_7KL4vdn5evhFDFZZhTlbfsUyit3lsh44lPJJqviMBQw29-GBgyoj2h-a_3oMpM1-wW,362
364,x,,FM,,,3/23/2020 16:36:01,80,Tribeca Pediatrics,"211 North End Ave #12C
New York, NY 10282","211 North End Ave #12C
New York, NY 10282",New York - Manhattan,NY,Mailing address,Y,"N95s, I only need one to continue providing care of my patients",Yes,,,40.7161318,-74.0155571,Residential,https://findthemasks.com/api/exec?cmd=ImzqUYUpXoGt5D1znmLzcFagIC9tVDZNKMyLJ0S661YOYvMvU2ZBAmakErhV1ooxYLHBojtl54506tTkOVufUFgwmt3NPpa9U5Nk7Iyq,https://findthemasks.com/api/exec?cmd=MrFQMD5tUePtujHjdQ9yCZHusYPYH9i9s8kecPjzoxT82rPgHPdKUSvCms1q7DCDtMo1fX6M1itNgTZITbRHHT4JMoiNLE9Q80OJdudj,364
365,x,,FM,,,3/23/2020 16:36:05,80,"Kaiser Permanente - San Rafael, ER ","99 Montecillo Rd
San Rafael, CA 94903","99 Montecillo Rd
San Rafael, CA 94903",San Rafael ,CA,Can drop off at ER entrance. Ask for manager or charge RN. ,,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",No,,Hospital,38.0043293,-122.5546467,Commercial,https://findthemasks.com/api/exec?cmd=ghSb5DCG32Ev0dCwKKYsJp-hKrzD1CnGpOxSJhf28X-mbS_H50L0xEl6FrOBDD1tE0yV8B11Z64-5mxjOqYMiMocDdzbryhyXmvwCBaB,https://findthemasks.com/api/exec?cmd=PPtoGLVvFRv1HlQ1AY3FErGy7-0pnUnmk4uW16R0HQ-eR-rKitwFes196MILf7dHZXPbd_oDPMEL4I_f3bzGuBAo3rX7vIZLWbR0U5_a,365
367,x,,FM,,,3/23/2020 16:46:50,80,St. Barnabas ,"412 Mt Arlington Blvd
Landing, NJ 07850","412 Mt Arlington Blvd
Landing, NJ 07850",Landing ,NJ,Mailing address ,Y,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns",Yes,,,40.9212422,-74.6441832,Residential,https://findthemasks.com/api/exec?cmd=TMz0xLcv7kUcDTxfYiZzeyUWLyPmBQVYoS-D4rZTCQCH9YA5Mi5NfPxcbjQ4jIwMAU03bVGsY39eaRHJtIGOwu3xsIIoNKkKQVK-TaVx,https://findthemasks.com/api/exec?cmd=GSFWpYB7OZ28mCPuNag9IcO8VIlQMRrBMrFv4IvpVNhw-yEIW38maAwqx4nNs74ew3D_nAVHWqRdVYvxtwaTD5ulBYGmM2_Wtj2HPWPE,367
368,x,,FM,,,3/23/2020 16:39:23,80,Hematology/OncologyConsultants,"28078 Baxter Rd # 140
Murrieta, CA 92563","28078 Baxter Rd # 140
Murrieta, CA 92563",Murrieta,CA,Please bring to suite 140,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,,,33.6150011,-117.1670381,Commercial,https://findthemasks.com/api/exec?cmd=bB8jKOht3qukVF5AkN5amw4HBwEPDU1dc1Jboxzs6RKY-bxF4bEXqwx4D0Xx_ZLgPKYPZ5mDVFGERFsHpIP1xv9GZXKRiuEj_OxyNnDY,https://findthemasks.com/api/exec?cmd=ZprM8-ItJDWjhvI1nj6sv_CrpTJ0d_OzUaSQp6iL1uwlpYBZE1U80Xnuyc9jJ9MhgEw9kqn0r7a9f7wj33ANtlc5a5GFTGto9oPc4p-m,368
369,x,,FM,,,3/23/2020 16:39:57,80,St. Joseph's Hospital Grabow Therapy and Wellness Center ,"3217 Squalicum Parkway
Bellingham, WA 98225","3217 Squalicum Parkway
Bellingham, WA 98225",Bellingham,WA,"Donations can be dropped off during the work week BEGINNING TUESDAY, MARCH 24, 2020 between the hours of 9 a.m. and 3 p.m. at the Grabow Therapy and Wellness Center located on the hospital campus at 3217 Squalicum Parkway, Bellingham, WA 98225. Place your items to be donated in the trunk/back hatch of your vehicle. Do not exit your vehicle. A PeaceHealth caregiver will remove the items and place them in our donation bins.

If you have more than 100 of any item, please take your items to the drop-off location for the Whatcom County Unified Command Center, 4233 Guide Meridian, Suite 101. You can contact Rud Browne, Donation Branch Director for Whatcom County at WUC_Donations@co.whatcom.wa.us with any questions.",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,,,48.7727312,-122.4678056,Commercial,https://findthemasks.com/api/exec?cmd=EitnFIB83ewOQTGEbGUtvYydWMM5nkVMuBB6SW_QkrrQV_vbIg9qyeSqnNBmkVCeciJVoTVXSyO6zGUfQUxEATvMLaNkKGc3TeZhSAqw,https://findthemasks.com/api/exec?cmd=Vd37F11z-mk7GDcgUJox6wpBLoS6JIplDUfIGY14dFXz4-2B4JDd-ly0ZPsMAlwfoqZ3ih_cYlht4FHLpJchH-hg_DLDHA9s_n_9wGNj,369
371,x,,FM,,,3/23/2020 16:43:35,80,Family Health Clinic ,"401 Broad Ave
Susquehanna, PA 18847","401 Broad Ave
Susquehanna, PA 18847",Susquehanna ,PA,Warren ,,"N95s, Gloves, Hand sanitizer",Yes,,,41.9466116,-75.5943144,Commercial,https://findthemasks.com/api/exec?cmd=xrzFflo39_1YmpeVW1N5U0j7l6UJeb_PXb6UpSWb-BYCjd7ilDBO9kb6cW_7l_Hvbn4wQssSmDSPDJ3VbYxzSEJHRlK1D_uA8dHHeNop,https://findthemasks.com/api/exec?cmd=M0DzmqM54x_nvmSxN1cpc07oSj08qszgA-gExe9ktmUKUqlH6PBoyKE2tQi7_1z9kJ8_G8Nk4vLZgCPAKgDpFuVho1hFMn_VO4AbeOpo,371
372,x,,FM,,,3/23/2020 16:46:54,80,Mulberry Gardens Memory Care,"47 Steeplechase Ln
Munroe Falls, OH 44262","47 Steeplechase Ln
Munroe Falls, OH 44262",Munroe Falls,OH,,,"Surgical masks, Face shields, Gowns",Yes,,,41.1267139,-81.4411175,Residential,https://findthemasks.com/api/exec?cmd=XOX4MH52SqMwQNM8t9slqmAdSY5qNngE30B_hjP-BG7K_btR-NMJKLOBEUFrM9j8MRDXy3pRFKzZgbHCBi0pdfMAILeBSlVqcSb0unW8,https://findthemasks.com/api/exec?cmd=YsiC6WnwgOfJ5lxmjP9MrYfn0Bt_ViyxAwoQO52s4eFjB8bTP-c5-vT9HZqI2ofNsvXIJslSdCQFSbRPH36CX3cD3ZjuOZPJU6_jFpdp,372
373,x,,FM,,,3/23/2020 16:48:08,80,"Griswold Home Care, PGC","5211 Auth Rd #200
Camp Springs, MD 20746","5211 Auth Rd #200
Camp Springs, MD 20746",Suitland,MD,5211 Auth Rd Suite 200,,"N95s, Gloves, Disinfecting wipes",Yes,,,38.8226525,-76.9163435,Commercial,https://findthemasks.com/api/exec?cmd=KJTPIgn3SXEb7rHi8RUE-pXRFFIfBe4mDQLn-uldLyohzNECDPmX-bvFbIFA4yss1_zDsXDa3JMU_uYYI2pEEWRbBLl5J2vUJCm1jY-a,https://findthemasks.com/api/exec?cmd=E976OY4bQhoVk5OEuqd-RV1T-eXa5vHL2etiYvRK8MsR0y8attyidGzdfmDXEwHvn3hRissQTWLA96AWzCf7VdGQXeJ1w47XyhpEHORK,373
375,x,,FM,,,3/23/2020 16:50:33,80,"The Miami Foundation for Science & Medicine, Inc.","6705 Red Road, Suite 516
Coral Gables, FL 33146","6705 Red Road, Suite 516
Coral Gables, FL 33146",Miami,FL,ATTN: Dr Arthur Desrosiers,,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,,,25.7061121,-80.2852461,Commercial,https://findthemasks.com/api/exec?cmd=73lwIdNzrrNpJp1qJRvrZknQ00rlSfD9tlUyGeCwFQOjR0DVhVn7xy1L7PXVREqc0r0zecPb553iKsGFenIDOlTyk_XrurdC_ulBoa_2,https://findthemasks.com/api/exec?cmd=vsRax3KA-w5kCbJOV_retxh1TfbpLla-_GlrrTfKvxccCbNN60wc7whdT-dw-oXX8bWvz2TXS2niEFFmxnVNDbwQsOqn2-JIvLxEimZn,375
376,x,,FM,,,3/23/2020 16:53:56,80,John Muir Health - Walnut Creek,"1601 Ygnacio Valley Rd
Walnut Creek, CA 94598","1601 Ygnacio Valley Rd
Walnut Creek, CA 94598",Walnut Creek,CA,Main Entrance: John Muir Health ,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Disinfecting wipes",Yes,,Hospital,37.9128769,-122.0409498,Commercial,https://findthemasks.com/api/exec?cmd=59ar_UYYNzoenZadcZWgPoIHnMj1E5Uz_FJLjf6R0w2eZv4OAIay--IFHXr3RWzZEf9W_DWuZkSyXy5W9MdVUYuBTh0DbPNiGg3FG60U,https://findthemasks.com/api/exec?cmd=q067rF6RWM-tHe0wYI9_-6HIlam0bOlnz_ViqtTGp9qcgwxTKjLRXWnS5B3iZ-279OSnu38Q2nWWDdzPMX66cZbB5d9buVV9nBxa5r1v,376
377,x,,FM,,,3/23/2020 16:59:54,80,USF Health South Tampa Center,"2 Tampa General Cir
Tampa, FL 33606","2 Tampa General Cir
Tampa, FL 33606",Tampa,FL,Drop off with personnel in the first floor lobby,,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Disinfecting wipes",Yes,,,27.9371414,-82.4591743,Residential,https://findthemasks.com/api/exec?cmd=B8FrLaG5VPW2TCHIsPZR2yrc_4PjH2R6Rl23H4UeGqFEOywpe_1KO6BhSop8qL9qMgkCjXRQ76NteXTGbyBzWW6MevaukPJr0fBycVEV,https://findthemasks.com/api/exec?cmd=-rbb7Hq5oMMsOIeUmk7WELn0HEPZgg9_vyd0XWes7u9AVXRW92deg_AnMyUkDu350vX-q7EQwcTXBkJAF33LpUBfmdEjwUYeEWXAqrOB,377
379,x,,FM,,,3/23/2020 17:06:46,80,Mount Sinai,"172 East 108th Street
New York, NY 10029","172 East 108th Street
New York, NY 10029",New York - Manhattan,NY,"Can pick it up or curbside is fine, just call 646-641-5883",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,,,40.7930326,-73.9445618,Residential,https://findthemasks.com/api/exec?cmd=mPcalBSnZ-Ok_Hxk0sbv_3x1lGlv4kXf8ltsF0SwoWz9et8f538yHva8NsEIw8bsqJpIVPu-Ziq3xnnjlmdpZP-ubjkQh9foOHybaNl2,https://findthemasks.com/api/exec?cmd=psaei2WOpJCVt7mBiIhgAi7DSg3W1LwDutOdfGohuj-BTIE3F9DqOB3ObYFXQVBPswHkp67HVXgvgKscgLspl7JpgNdxPLVaBNsFSVKf,379
380,x,,FM,,,3/24/2020 9:26:41,79,Recovery Works,3107 Cincinnati Rd,"3107 Cincinnati Rd
Georgetown, KY 40324",Georgetown ,KY,Drop off or mail at the above address or call 972-824/8595,Y,"N95s, Surgical masks, Disinfecting wipes, Non alcohol hand sanitizer ",Yes,,,38.3096932,-84.5608182,,https://findthemasks.com/api/exec?cmd=BFKZi7W-iC297YuoxoHtf56Ehd2TQxYzDVK0wKaI_SbNglfuYgiHjZmqTN8qlwsTR1XQvUEFp_ndRTqvT3kiQhs1wse-EKWCjv06RiSb,https://findthemasks.com/api/exec?cmd=OInZO_3A7vgr6zPQjL7e_HC03HDWKufdbzu3KbLL4lOyzCPta8SxlMpp9YoKyBTEZN7jxknripTK0tCLxCQU4bgAxWLpLoiPeMac7QUE,380
